site,age_ka,oxygen,delW,sea_level_m
846 Liseicki,993.230,3.170,0.300,-18.240
846 Liseicki,997.390,3.320,0.450,-27.780
846 Liseicki,1002.020,3.450,0.580,-35.460
846 Liseicki,1006.180,3.420,0.550,-33.900
846 Liseicki,1007.110,3.580,0.710,-43.740
846 Liseicki,1011.270,3.590,0.720,-44.330
846 Liseicki,1016.750,3.140,0.270,-16.610
846 Liseicki,1018.140,3.420,0.550,-33.840
846 Liseicki,1023.770,3.000,0.130,-7.960
846 Liseicki,1025.110,3.260,0.390,-23.950
846 Liseicki,1028.990,3.220,0.340,-21.170
846 Liseicki,1029.840,3.710,0.840,-51.620
846 Liseicki,1032.910,3.540,0.670,-41.140
846 Liseicki,1036.150,3.770,0.900,-55.280
846 Liseicki,1038.580,3.830,0.960,-58.960
846 Liseicki,1040.760,3.740,0.870,-53.410
846 Liseicki,1043.030,3.680,0.810,-49.700
846 Liseicki,1045.190,3.570,0.700,-42.930
846 Liseicki,1047.220,3.640,0.770,-47.220
846 Liseicki,1049.050,3.590,0.720,-44.140
846 Liseicki,1051.330,3.540,0.670,-41.050
846 Liseicki,1053.610,3.570,0.700,-42.880
846 Liseicki,1055.900,3.560,0.690,-42.250
846 Liseicki,1058.170,3.510,0.640,-39.170
846 Liseicki,1060.230,3.400,0.530,-32.390
846 Liseicki,1062.310,3.150,0.280,-16.990
846 Liseicki,1064.600,3.030,0.160,-9.600
846 Liseicki,1067.530,2.700,-0.170,10.720
846 Liseicki,1070.550,2.280,-0.590,36.580
846 Liseicki,1072.790,3.290,0.420,-25.550
846 Liseicki,1074.740,3.390,0.520,-31.700
846 Liseicki,1076.650,2.720,-0.150,9.540
846 Liseicki,1078.230,2.970,0.090,-5.840
846 Liseicki,1079.890,2.940,0.060,-3.980
846 Liseicki,1081.650,3.200,0.320,-19.970
846 Liseicki,1083.260,2.990,0.110,-7.040
846 Liseicki,1084.860,2.970,0.090,-5.800
846 Liseicki,1086.460,3.500,0.620,-38.400
846 Liseicki,1088.220,3.600,0.720,-44.550
846 Liseicki,1089.980,3.600,0.720,-44.540
846 Liseicki,1091.790,3.640,0.760,-46.990
846 Liseicki,1093.980,3.480,0.600,-37.140
846 Liseicki,1096.390,3.660,0.780,-48.200
846 Liseicki,1098.510,3.690,0.810,-50.030
846 Liseicki,1100.430,3.440,0.560,-34.640
846 Liseicki,1102.140,3.260,0.380,-23.560
846 Liseicki,1105.130,3.360,0.480,-29.690
846 Liseicki,1106.620,3.190,0.310,-19.230
846 Liseicki,1108.120,3.250,0.370,-22.910
846 Liseicki,1109.580,3.280,0.400,-24.750
846 Liseicki,1111.380,3.560,0.680,-41.970
846 Liseicki,1113.260,3.590,0.710,-43.800
846 Liseicki,1115.040,3.670,0.790,-48.720
846 Liseicki,1117.470,3.700,0.820,-50.550
846 Liseicki,1119.780,3.840,0.960,-59.150
846 Liseicki,1122.440,3.720,0.840,-51.760
846 Liseicki,1125.080,3.780,0.900,-55.430
846 Liseicki,1127.400,3.700,0.820,-50.500
846 Liseicki,1129.710,3.570,0.690,-42.490
846 Liseicki,1131.790,3.720,0.840,-51.710
846 Liseicki,1134.110,3.410,0.530,-32.620
846 Liseicki,1135.960,3.310,0.430,-26.460
846 Liseicki,1138.040,3.280,0.400,-24.600
846 Liseicki,1140.350,3.240,0.360,-22.130
846 Liseicki,1142.660,3.250,0.370,-22.730
846 Liseicki,1144.930,3.400,0.520,-31.950
846 Liseicki,1147.310,3.220,0.340,-20.860
846 Liseicki,1149.470,3.160,0.280,-17.160
846 Liseicki,1151.850,2.980,0.100,-6.070
846 Liseicki,1154.010,3.040,0.160,-9.750
846 Liseicki,1155.950,3.060,0.180,-10.970
846 Liseicki,1158.120,3.250,0.370,-22.650
846 Liseicki,1160.200,3.140,0.260,-15.870
846 Liseicki,1162.900,2.900,0.020,-1.090
846 Liseicki,1165.610,3.150,0.270,-16.460
846 Liseicki,1168.310,3.160,0.280,-17.060
846 Liseicki,1171.850,2.860,-0.020,1.420
846 Liseicki,1175.230,2.930,0.050,-2.870
846 Liseicki,1178.600,3.300,0.420,-25.620
846 Liseicki,1181.980,3.070,0.190,-11.450
846 Liseicki,1185.810,3.470,0.590,-36.050
846 Liseicki,1189.670,3.520,0.640,-39.100
846 Liseicki,1193.530,3.500,0.620,-37.850
846 Liseicki,1197.390,3.460,0.570,-35.370
846 Liseicki,1201.110,3.230,0.340,-21.200
846 Liseicki,1204.430,3.530,0.640,-39.660
846 Liseicki,1207.740,3.450,0.560,-34.730
846 Liseicki,1211.720,3.540,0.650,-40.260
846 Liseicki,1215.870,3.380,0.490,-30.410
846 Liseicki,1220.010,3.130,0.240,-15.030
846 Liseicki,1224.510,3.130,0.240,-15.020
846 Liseicki,1228.080,2.910,0.020,-1.480
846 Liseicki,1231.640,3.120,0.230,-14.400
846 Liseicki,1235.210,2.850,-0.040,2.220
846 Liseicki,1238.560,2.870,-0.020,1.000
846 Liseicki,1241.080,3.190,0.300,-18.690
846 Liseicki,1243.420,3.420,0.530,-32.840
846 Liseicki,1245.560,3.780,0.890,-54.990
846 Liseicki,1246.710,3.630,0.740,-45.760
846 Liseicki,1247.400,3.810,0.920,-56.830
846 Liseicki,1247.910,3.740,0.850,-52.520
846 Liseicki,1248.590,3.940,1.050,-64.830
846 Liseicki,1249.790,3.880,0.990,-61.130
846 Liseicki,1251.590,3.610,0.720,-44.520
846 Liseicki,1253.700,3.660,0.770,-47.590
846 Liseicki,1256.140,3.580,0.690,-42.670
846 Liseicki,1258.030,3.550,0.660,-40.820
846 Liseicki,1261.410,3.460,0.570,-35.280
846 Liseicki,1265.480,3.340,0.450,-27.890
846 Liseicki,1269.390,3.250,0.360,-22.350
846 Liseicki,1273.130,3.210,0.320,-19.880
846 Liseicki,1277.160,3.130,0.240,-14.950
846 Liseicki,1279.910,3.040,0.150,-9.410
846 Liseicki,1281.930,3.170,0.280,-17.410
846 Liseicki,1284.010,3.230,0.340,-21.100
846 Liseicki,1285.910,3.390,0.500,-30.940
846 Liseicki,1287.700,3.610,0.720,-44.470
846 Liseicki,1289.490,3.710,0.820,-50.620
846 Liseicki,1291.280,3.640,0.750,-46.310
846 Liseicki,1293.050,3.620,0.730,-45.080
846 Liseicki,1294.710,3.580,0.690,-42.620
846 Liseicki,1295.880,3.560,0.670,-41.390
846 Liseicki,1297.530,3.620,0.730,-45.080
846 Liseicki,1298.530,3.710,0.820,-50.610
846 Liseicki,1299.690,3.450,0.560,-34.610
846 Liseicki,1300.850,3.470,0.580,-35.850
846 Liseicki,1302.670,3.490,0.600,-37.080
846 Liseicki,1304.660,3.410,0.520,-32.170
846 Liseicki,1307.150,3.300,0.410,-25.410
846 Liseicki,1309.640,3.150,0.260,-16.190
846 Liseicki,1311.820,3.130,0.240,-14.970
846 Liseicki,1313.480,3.060,0.170,-10.670
846 Liseicki,1315.130,3.160,0.270,-16.830
846 Liseicki,1316.320,3.010,0.120,-7.600
846 Liseicki,1318.150,3.200,0.310,-19.300
846 Liseicki,1319.530,3.370,0.480,-29.770
846 Liseicki,1320.760,3.500,0.610,-37.770
846 Liseicki,1322.470,3.500,0.610,-37.780
846 Liseicki,1324.180,3.510,0.620,-38.400
846 Liseicki,1326.010,3.460,0.570,-35.330
846 Liseicki,1328.770,3.520,0.630,-39.030
846 Liseicki,1331.820,3.500,0.610,-37.810
846 Liseicki,1335.180,3.450,0.560,-34.750
846 Liseicki,1343.080,3.340,0.460,-28.010
846 Liseicki,1345.730,3.250,0.370,-22.480
846 Liseicki,1348.540,2.950,0.070,-4.040
846 Liseicki,1350.830,2.900,0.020,-0.970
846 Liseicki,1352.650,2.840,-0.040,2.720
846 Liseicki,1355.170,2.770,-0.110,7.010
846 Liseicki,1357.450,3.040,0.160,-9.610
846 Liseicki,1359.650,3.110,0.220,-13.620
846 Liseicki,1362.500,3.270,0.390,-23.780
846 Liseicki,1365.590,3.410,0.530,-32.410
846 Liseicki,1367.900,3.580,0.700,-42.870
846 Liseicki,1370.490,3.570,0.690,-42.270
846 Liseicki,1375.120,3.470,0.590,-36.130
846 Liseicki,1377.590,3.540,0.660,-40.450
846 Liseicki,1379.910,3.440,0.560,-34.310
846 Liseicki,1382.130,3.460,0.580,-35.550
846 Liseicki,1384.990,3.210,0.330,-20.170
846 Liseicki,1387.820,3.270,0.390,-23.880
846 Liseicki,1391.000,3.110,0.230,-14.040
846 Liseicki,1394.360,2.910,0.030,-1.750
846 Liseicki,1397.150,2.900,0.020,-1.150
846 Liseicki,1399.910,3.040,0.160,-9.770
846 Liseicki,1402.400,3.220,0.340,-20.870
846 Liseicki,1405.260,3.370,0.490,-30.130
846 Liseicki,1408.340,3.550,0.670,-41.240
846 Liseicki,1412.120,3.630,0.750,-46.200
846 Liseicki,1415.980,3.610,0.730,-45.010
846 Liseicki,1419.190,3.440,0.560,-34.580
846 Liseicki,1422.450,3.240,0.360,-22.310
846 Liseicki,1425.530,3.220,0.340,-21.110
846 Liseicki,1428.600,2.850,-0.030,1.620
846 Liseicki,1431.680,2.870,-0.010,0.360
846 Liseicki,1435.150,2.820,-0.060,3.400
846 Liseicki,1437.940,2.580,-0.290,18.140
846 Liseicki,1440.410,2.710,-0.160,10.110
846 Liseicki,1442.870,2.600,-0.270,16.860
846 Liseicki,1445.580,2.640,-0.230,14.370
846 Liseicki,1448.640,3.090,0.220,-13.350
846 Liseicki,1451.060,3.360,0.490,-29.990
846 Liseicki,1454.050,3.670,0.800,-49.100
846 Liseicki,1457.400,3.700,0.830,-50.980
846 Liseicki,1460.750,3.560,0.690,-42.400
846 Liseicki,1464.340,3.390,0.520,-31.970
846 Liseicki,1467.320,3.090,0.220,-13.550
846 Liseicki,1469.700,3.100,0.230,-14.190
846 Liseicki,1472.390,3.100,0.230,-14.210
846 Liseicki,1474.850,2.900,0.030,-1.930
846 Liseicki,1477.320,2.830,-0.040,2.350
846 Liseicki,1479.780,2.720,-0.150,9.090
846 Liseicki,1482.390,2.750,-0.120,7.220
846 Liseicki,1485.750,2.770,-0.100,5.950
846 Liseicki,1489.830,3.300,0.430,-26.700
846 Liseicki,1494.720,3.680,0.810,-50.130
846 Liseicki,1500.840,3.550,0.690,-42.210
846 Liseicki,1507.380,3.420,0.560,-34.350
846 Liseicki,1511.960,3.090,0.230,-14.150
846 Liseicki,1516.100,2.930,0.070,-4.390
846 Liseicki,1520.140,3.080,0.220,-13.710
846 Liseicki,1523.950,3.280,0.420,-26.100
846 Liseicki,1530.970,3.460,0.600,-37.020
846 Liseicki,1534.620,3.760,0.910,-55.870
846 Liseicki,1538.280,3.660,0.810,-49.800
846 Liseicki,1541.570,3.660,0.810,-49.870
846 Liseicki,1545.310,3.160,0.310,-19.190
846 Liseicki,1548.830,3.190,0.340,-21.110
846 Liseicki,1552.080,3.470,0.620,-38.100
846 Liseicki,1555.120,3.230,0.390,-23.710
846 Liseicki,1558.400,3.170,0.330,-20.090
846 Liseicki,1561.670,3.080,0.240,-14.620
846 Liseicki,1564.480,3.150,0.310,-18.990
846 Liseicki,1568.090,3.250,0.400,-24.920
846 Liseicki,1570.620,3.340,0.500,-30.820
846 Liseicki,1572.430,3.530,0.690,-42.550
846 Liseicki,1576.270,3.510,0.670,-41.090
846 Liseicki,1578.970,3.460,0.620,-38.380
846 Liseicki,1580.120,3.410,0.570,-35.330
846 Liseicki,1583.240,3.190,0.360,-21.870
846 Liseicki,1584.030,3.240,0.410,-24.960
846 Liseicki,1589.510,3.170,0.340,-20.770
846 Liseicki,1591.440,3.230,0.400,-24.510
846 Liseicki,1592.180,3.140,0.310,-18.990
846 Liseicki,1595.490,3.120,0.290,-17.830
846 Liseicki,1599.200,3.070,0.240,-14.830
846 Liseicki,1600.310,3.090,0.260,-16.090
846 Liseicki,1601.790,3.080,0.250,-15.520
846 Liseicki,1602.830,3.060,0.230,-14.320
846 Liseicki,1603.710,3.010,0.180,-11.270
846 Liseicki,1605.200,3.160,0.330,-20.550
846 Liseicki,1605.790,3.090,0.260,-16.260
846 Liseicki,1607.280,3.100,0.270,-16.920
846 Liseicki,1608.760,3.200,0.380,-23.120
846 Liseicki,1610.240,3.180,0.360,-21.940
846 Liseicki,1611.140,3.050,0.230,-13.970
846 Liseicki,1612.030,3.300,0.480,-29.380
846 Liseicki,1614.690,3.240,0.420,-25.770
846 Liseicki,1617.670,3.130,0.310,-18.780
846 Liseicki,1620.630,3.260,0.440,-27.180
846 Liseicki,1623.300,3.250,0.430,-26.340
846 Liseicki,1626.390,3.190,0.370,-23.050
846 Liseicki,1628.980,3.590,0.780,-47.750
846 Liseicki,1631.200,3.020,0.210,-12.740
846 Liseicki,1632.750,3.550,0.740,-45.400
846 Liseicki,1634.720,3.420,0.610,-37.460
846 Liseicki,1637.090,3.690,0.880,-54.150
846 Liseicki,1639.450,2.880,0.070,-4.080
846 Liseicki,1644.180,3.610,0.800,-49.450
846 Liseicki,1650.540,3.640,0.840,-51.490
846 Liseicki,1659.990,3.500,0.700,-43.170
846 Liseicki,1667.460,3.510,0.720,-44.020
846 Liseicki,1669.310,3.530,0.740,-45.300
846 Liseicki,1670.240,3.610,0.820,-50.260
846 Liseicki,1670.980,3.560,0.770,-47.200
846 Liseicki,1671.480,3.470,0.680,-41.680
846 Liseicki,1672.230,3.420,0.630,-38.630
846 Liseicki,1672.980,3.390,0.600,-36.800
846 Liseicki,1674.230,3.160,0.370,-22.690
846 Liseicki,1678.720,3.040,0.250,-15.450
846 Liseicki,1689.360,3.000,0.220,-13.320
846 Liseicki,1691.830,2.810,0.030,-1.700
846 Liseicki,1692.900,3.110,0.330,-20.190
846 Liseicki,1693.620,3.100,0.320,-19.600
846 Liseicki,1694.690,3.210,0.430,-26.400
846 Liseicki,1695.500,3.360,0.580,-35.660
846 Liseicki,1697.510,3.410,0.630,-38.800
846 Liseicki,1699.260,3.470,0.690,-42.540
846 Liseicki,1702.580,3.380,0.600,-37.110
846 Liseicki,1709.030,3.360,0.590,-36.090
846 Liseicki,1719.680,2.970,0.200,-12.440
846 Liseicki,1725.770,3.220,0.460,-28.020
846 Liseicki,1727.750,2.870,0.110,-6.540
846 Liseicki,1729.110,2.940,0.180,-10.900
846 Liseicki,1730.020,3.260,0.500,-30.610
846 Liseicki,1731.380,3.130,0.370,-22.660
846 Liseicki,1735.010,2.980,0.220,-13.550
846 Liseicki,1740.000,3.030,0.270,-16.480
846 Liseicki,1744.010,3.270,0.510,-31.680
846 Liseicki,1747.010,3.120,0.370,-22.550
846 Liseicki,1748.580,3.480,0.730,-44.750
846 Liseicki,1751.770,3.200,0.450,-27.630
846 Liseicki,1753.680,3.070,0.320,-19.690
846 Liseicki,1755.830,3.170,0.420,-25.910
846 Liseicki,1758.400,3.150,0.400,-24.760
846 Liseicki,1760.680,2.790,0.040,-2.690
846 Liseicki,1763.200,2.860,0.110,-7.070
846 Liseicki,1766.100,2.940,0.200,-12.090
846 Liseicki,1768.590,3.090,0.350,-21.400
846 Liseicki,1771.070,2.760,0.020,-1.180
846 Liseicki,1773.960,2.800,0.060,-3.730
846 Liseicki,1776.750,2.920,0.180,-11.200
846 Liseicki,1779.600,3.240,0.500,-30.990
846 Liseicki,1781.930,3.240,0.500,-31.060
846 Liseicki,1783.740,3.500,0.770,-47.120
846 Liseicki,1785.610,3.300,0.570,-34.870
846 Liseicki,1789.480,3.270,0.540,-33.150
846 Liseicki,1793.220,3.350,0.620,-38.190
846 Liseicki,1797.100,3.300,0.570,-35.240
846 Liseicki,1797.760,3.260,0.530,-32.860
846 Liseicki,1799.180,3.260,0.530,-32.900
846 Liseicki,1800.880,3.230,0.510,-31.110
846 Liseicki,1802.010,3.050,0.330,-20.060
846 Liseicki,1803.280,2.880,0.160,-9.640
846 Liseicki,1804.700,2.960,0.240,-14.600
846 Liseicki,1805.980,3.030,0.310,-18.940
846 Liseicki,1807.390,2.950,0.230,-14.060
846 Liseicki,1808.950,3.000,0.280,-17.180
846 Liseicki,1810.370,2.890,0.170,-10.450
846 Liseicki,1813.470,3.070,0.350,-21.610
846 Liseicki,1815.020,2.960,0.240,-14.880
846 Liseicki,1816.560,3.330,0.610,-37.690
846 Liseicki,1817.960,3.360,0.640,-39.570
846 Liseicki,1819.500,3.090,0.370,-23.000
846 Liseicki,1821.050,2.940,0.220,-13.810
846 Liseicki,1822.750,2.930,0.220,-13.240
846 Liseicki,1824.140,2.900,0.190,-11.440
846 Liseicki,1825.530,2.770,0.060,-3.480
846 Liseicki,1827.230,2.580,-0.130,8.170
846 Liseicki,1828.620,2.870,0.160,-9.710
846 Liseicki,1830.010,2.890,0.180,-10.980
846 Liseicki,1831.710,2.890,0.180,-11.030
846 Liseicki,1833.230,3.020,0.310,-19.070
846 Liseicki,1834.740,3.050,0.340,-20.950
846 Liseicki,1835.800,3.200,0.490,-30.210
846 Liseicki,1837.470,2.960,0.250,-15.490
846 Liseicki,1838.070,3.090,0.380,-23.510
846 Liseicki,1840.640,2.980,0.270,-16.810
846 Liseicki,1842.460,2.970,0.260,-16.240
846 Liseicki,1843.980,2.980,0.270,-16.900
846 Liseicki,1847.010,2.920,0.220,-13.290
846 Liseicki,1848.400,2.790,0.090,-5.330
846 Liseicki,1849.660,2.740,0.040,-2.280
846 Liseicki,1850.720,2.720,0.020,-1.080
846 Liseicki,1851.730,2.870,0.170,-10.340
846 Liseicki,1852.740,2.830,0.130,-7.910
846 Liseicki,1853.800,2.830,0.130,-7.930
846 Liseicki,1854.860,2.880,0.180,-11.040
846 Liseicki,1855.920,2.900,0.200,-12.300
846 Liseicki,1856.980,3.110,0.410,-25.250
846 Liseicki,1858.040,3.310,0.610,-37.580
846 Liseicki,1859.200,3.130,0.430,-26.540
846 Liseicki,1860.530,3.430,0.730,-45.030
846 Liseicki,1862.040,3.460,0.760,-46.920
846 Liseicki,1863.620,3.430,0.730,-45.120
846 Liseicki,1865.210,3.560,0.860,-53.160
846 Liseicki,1866.800,3.670,0.970,-59.970
846 Liseicki,1868.390,3.430,0.740,-45.250
846 Liseicki,1869.970,3.260,0.570,-34.830
846 Liseicki,1871.560,3.200,0.510,-31.180
846 Liseicki,1873.150,3.220,0.530,-32.460
846 Liseicki,1874.790,3.300,0.610,-37.420
846 Liseicki,1876.560,3.210,0.520,-31.930
846 Liseicki,1878.320,2.850,0.160,-9.830
846 Liseicki,1880.260,2.800,0.110,-6.810
846 Liseicki,1882.060,2.910,0.220,-13.620
846 Liseicki,1883.850,3.010,0.320,-19.830
846 Liseicki,1885.640,2.900,0.210,-13.110
846 Liseicki,1887.430,3.010,0.320,-19.920
846 Liseicki,1889.210,2.930,0.240,-15.050
846 Liseicki,1891.010,2.880,0.200,-12.020
846 Liseicki,1892.920,2.880,0.200,-12.070
846 Liseicki,1896.740,2.960,0.280,-17.100
846 Liseicki,1898.640,3.240,0.560,-34.380
846 Liseicki,1900.970,3.310,0.630,-38.740
846 Liseicki,1903.350,3.340,0.660,-40.610
846 Liseicki,1905.740,3.210,0.530,-32.640
846 Liseicki,1908.120,3.240,0.560,-34.520
846 Liseicki,1910.440,3.000,0.320,-19.780
846 Liseicki,1912.530,3.140,0.460,-28.420
846 Liseicki,1915.090,3.170,0.490,-30.300
846 Liseicki,1917.410,3.040,0.360,-22.330
846 Liseicki,1919.520,2.940,0.260,-16.210
846 Liseicki,1921.370,2.940,0.260,-16.230
846 Liseicki,1923.280,2.850,0.170,-10.720
846 Liseicki,1925.220,2.730,0.050,-3.360
846 Liseicki,1927.150,2.800,0.130,-7.690
846 Liseicki,1932.950,2.680,0.010,-0.380
846 Liseicki,1934.710,2.700,0.030,-1.640
846 Liseicki,1936.890,2.610,-0.060,3.870
846 Liseicki,1939.470,2.690,0.020,-1.080
846 Liseicki,1942.050,3.290,0.620,-38.040
846 Liseicki,1944.630,3.370,0.700,-42.990
846 Liseicki,1947.350,3.110,0.440,-27.030
846 Liseicki,1950.100,3.100,0.430,-26.450
846 Liseicki,1952.850,3.140,0.470,-28.950
846 Liseicki,1955.710,3.150,0.480,-29.600
846 Liseicki,1958.960,3.040,0.370,-22.870
846 Liseicki,1962.050,3.190,0.520,-32.140
846 Liseicki,1965.090,3.140,0.470,-29.100
846 Liseicki,1968.140,3.130,0.460,-28.530
846 Liseicki,1970.910,2.980,0.310,-19.330
846 Liseicki,1973.040,2.950,0.280,-17.520
846 Liseicki,1974.990,2.680,0.020,-0.930
846 Liseicki,1976.940,2.690,0.030,-1.570
846 Liseicki,1978.900,2.890,0.230,-13.900
846 Liseicki,1980.860,2.720,0.060,-3.470
846 Liseicki,1982.740,2.600,-0.060,3.890
846 Liseicki,1984.620,2.970,0.310,-18.900
846 Liseicki,1986.500,2.980,0.320,-19.540
846 Liseicki,1988.390,2.920,0.260,-15.870
846 Liseicki,1990.270,2.780,0.120,-7.280
846 Liseicki,1992.150,2.920,0.260,-15.920
846 Liseicki,1994.040,2.880,0.220,-13.480
846 Liseicki,1995.920,2.970,0.310,-19.040
846 Liseicki,1997.800,2.910,0.250,-15.380
846 Liseicki,1999.720,2.940,0.280,-17.250
846 Liseicki,2001.730,3.100,0.440,-27.090
846 Liseicki,2003.140,3.070,0.410,-25.250
846 Liseicki,2004.220,3.150,0.490,-30.170
846 Liseicki,2005.600,3.210,0.550,-33.860
846 Liseicki,2006.970,3.140,0.480,-29.560
846 Liseicki,2008.140,2.870,0.210,-12.940
846 Liseicki,2008.990,2.780,0.120,-7.400
846 Liseicki,2010.990,3.030,0.370,-22.790
846 Liseicki,2013.560,2.900,0.240,-14.790
846 Liseicki,2016.860,2.700,0.040,-2.480
846 Liseicki,2018.900,2.760,0.100,-6.170
846 Liseicki,2021.170,2.540,-0.120,7.360
846 Liseicki,2023.660,2.760,0.100,-6.170
846 Liseicki,2026.160,2.890,0.230,-14.170
846 Liseicki,2028.420,2.810,0.150,-9.250
846 Liseicki,2030.240,2.970,0.310,-19.100
846 Liseicki,2032.280,2.830,0.170,-10.480
846 Liseicki,2034.780,3.190,0.530,-32.630
846 Liseicki,2037.050,2.840,0.180,-11.100
846 Liseicki,2039.310,3.320,0.660,-40.630
846 Liseicki,2041.580,2.800,0.140,-8.640
846 Liseicki,2044.260,2.930,0.270,-16.630
846 Liseicki,2046.420,3.210,0.550,-33.860
846 Liseicki,2048.570,3.130,0.470,-28.940
846 Liseicki,2051.200,3.210,0.550,-33.860
846 Liseicki,2053.590,3.450,0.790,-48.630
846 Liseicki,2056.240,3.080,0.420,-25.860
846 Liseicki,2059.230,3.180,0.520,-32.020
846 Liseicki,2061.620,3.220,0.560,-34.480
846 Liseicki,2064.350,3.130,0.470,-28.940
846 Liseicki,2066.900,3.410,0.750,-46.170
846 Liseicki,2069.810,3.640,0.980,-60.320
846 Liseicki,2073.040,3.620,0.960,-59.090
846 Liseicki,2077.240,3.130,0.470,-28.940
846 Liseicki,2081.450,3.430,0.770,-47.400
846 Liseicki,2084.770,3.430,0.770,-47.400
846 Liseicki,2088.110,3.120,0.460,-28.330
846 Liseicki,2090.450,3.010,0.350,-21.560
846 Liseicki,2094.120,2.660,0.000,-0.020
846 Liseicki,2096.130,2.630,-0.030,1.820
846 Liseicki,2097.870,3.230,0.570,-35.090
846 Liseicki,2100.060,3.140,0.480,-29.560
846 Liseicki,2102.240,3.020,0.360,-22.170
846 Liseicki,2105.150,2.970,0.310,-19.100
846 Liseicki,2108.280,3.040,0.380,-23.400
846 Liseicki,2111.690,2.940,0.280,-17.250
846 Liseicki,2115.430,3.210,0.550,-33.860
846 Liseicki,2119.220,3.090,0.430,-26.480
846 Liseicki,2122.920,3.060,0.400,-24.630
846 Liseicki,2126.620,2.990,0.330,-20.330
846 Liseicki,2130.320,2.710,0.050,-3.100
846 Liseicki,2134.030,2.700,0.040,-2.480
846 Liseicki,2137.730,2.750,0.090,-5.560
846 Liseicki,2141.430,2.930,0.270,-16.630
846 Liseicki,2144.280,3.240,0.580,-35.710
846 Liseicki,2146.570,3.350,0.690,-42.480
846 Liseicki,2148.420,3.350,0.690,-42.480
846 Liseicki,2150.470,3.330,0.670,-41.250
846 Liseicki,2152.530,3.560,0.900,-55.400
846 Liseicki,2154.580,3.590,0.930,-57.240
846 Liseicki,2156.630,3.490,0.830,-51.090
846 Liseicki,2158.690,3.580,0.920,-56.630
846 Liseicki,2160.740,3.380,0.720,-44.320
846 Liseicki,2162.800,3.400,0.740,-45.550
846 Liseicki,2164.850,3.240,0.580,-35.710
846 Liseicki,2166.910,3.230,0.570,-35.090
846 Liseicki,2168.970,3.120,0.460,-28.330
846 Liseicki,2170.960,3.070,0.410,-25.250
846 Liseicki,2173.620,2.990,0.330,-20.330
846 Liseicki,2176.280,2.910,0.250,-15.400
846 Liseicki,2178.940,2.790,0.130,-8.020
846 Liseicki,2181.880,2.850,0.190,-11.710
846 Liseicki,2184.470,2.720,0.060,-3.710
846 Liseicki,2186.690,2.970,0.310,-19.100
846 Liseicki,2189.140,2.920,0.260,-16.020
846 Liseicki,2191.140,3.150,0.490,-30.170
846 Liseicki,2193.420,3.040,0.380,-23.400
846 Liseicki,2195.990,3.090,0.430,-26.480
846 Liseicki,2198.560,3.150,0.490,-30.170
846 Liseicki,2201.140,3.090,0.430,-26.480
846 Liseicki,2203.690,2.890,0.230,-14.180
846 Liseicki,2206.630,2.930,0.270,-16.650
846 Liseicki,2209.620,2.640,-0.020,1.180
846 Liseicki,2212.620,2.770,0.110,-6.820
846 Liseicki,2215.870,2.740,0.080,-4.980
846 Liseicki,2218.490,2.790,0.130,-8.070
846 Liseicki,2221.410,2.850,0.190,-11.770
846 Liseicki,2224.220,2.830,0.170,-10.540
846 Liseicki,2226.550,2.870,0.210,-13.010
846 Liseicki,2228.890,2.880,0.220,-13.630
846 Liseicki,2231.210,2.730,0.070,-4.410
846 Liseicki,2233.680,2.770,0.110,-6.880
846 Liseicki,2236.110,3.110,0.450,-27.800
846 Liseicki,2238.100,3.460,0.800,-49.340
846 Liseicki,2240.090,3.390,0.730,-45.040
846 Liseicki,2242.090,3.320,0.660,-40.740
846 Liseicki,2244.080,3.330,0.670,-41.360
846 Liseicki,2246.080,3.060,0.400,-24.750
846 Liseicki,2248.080,2.980,0.320,-19.840
846 Liseicki,2250.080,2.840,0.180,-11.230
846 Liseicki,2252.070,2.910,0.250,-15.540
846 Liseicki,2254.690,2.780,0.120,-7.550
846 Liseicki,2257.500,2.560,-0.100,5.980
846 Liseicki,2260.610,2.590,-0.070,4.130
846 Liseicki,2263.730,2.590,-0.070,4.120
846 Liseicki,2266.850,2.720,0.060,-3.890
846 Liseicki,2269.650,2.840,0.180,-11.280
846 Liseicki,2273.080,3.190,0.530,-32.820
846 Liseicki,2276.090,3.170,0.510,-31.600
