site,age_ka,oxygen,delW,sea_level_m
1218 Palike,34509.000,0.850,-0.750,46.270
1218 Palike,34531.000,0.690,-0.910,55.800
1218 Palike,34572.000,0.780,-0.810,49.680
1218 Palike,34608.000,0.910,-0.670,41.260
1218 Palike,34749.000,1.040,-0.540,33.530
1218 Palike,34765.000,0.740,-0.850,52.160
1218 Palike,34784.000,0.910,-0.680,41.890
1218 Palike,34967.000,0.860,-0.800,49.110
1218 Palike,34985.000,0.940,-0.730,44.630
1218 Palike,35112.000,0.980,-0.710,43.930
1218 Palike,35177.000,0.930,-0.760,46.830
1218 Palike,35296.000,0.950,-0.710,43.680
1218 Palike,35324.000,0.890,-0.760,46.890
1218 Palike,35343.000,0.970,-0.670,41.100
1218 Palike,35375.000,0.880,-0.740,45.680
1218 Palike,35411.000,0.830,-0.770,47.630
1218 Palike,35454.000,0.910,-0.670,41.210
1218 Palike,35863.000,0.950,-0.450,27.490
1218 Palike,36051.000,0.690,-0.690,42.730
1218 Palike,36138.000,0.850,-0.530,32.630
1218 Palike,36225.000,0.910,-0.470,28.790
1218 Palike,36340.000,0.960,-0.400,24.500
1218 Palike,36399.000,0.970,-0.380,23.120
1218 Palike,36692.000,0.950,-0.360,22.400
1218 Palike,36813.000,0.980,-0.350,21.780
1218 Palike,37035.000,1.010,-0.370,23.000
1218 Palike,37091.000,1.120,-0.280,17.100
1218 Palike,37277.000,0.930,-0.530,32.560
1218 Palike,37485.000,1.190,-0.290,17.790
1218 Palike,37558.000,0.890,-0.560,34.680
1218 Palike,37630.000,0.940,-0.480,29.350
1218 Palike,37738.000,0.920,-0.430,26.640
1218 Palike,37971.000,0.860,-0.410,25.250
1218 Palike,38092.000,0.920,-0.340,21.220
1218 Palike,38212.000,0.710,-0.560,34.690
1218 Palike,38329.000,0.720,-0.600,36.730
1218 Palike,38337.000,0.760,-0.550,34.130
1218 Palike,38437.000,0.650,-0.700,42.960
1218 Palike,38445.000,1.030,-0.320,19.720
1218 Palike,38460.000,0.920,-0.430,26.760
1218 Palike,38513.000,1.190,-0.180,10.920
1218 Palike,38576.000,0.730,-0.640,39.470
1218 Palike,38636.000,0.780,-0.580,35.930
1218 Palike,38689.000,0.840,-0.510,31.410
1218 Palike,38736.000,0.680,-0.650,40.160
1218 Palike,38790.000,0.820,-0.490,30.140
1218 Palike,38791.000,0.940,-0.370,22.730
1218 Palike,38860.000,0.620,-0.660,40.560
1218 Palike,39010.000,0.690,-0.530,32.530
1218 Palike,39107.000,0.700,-0.490,30.220
1218 Palike,39109.000,0.560,-0.630,38.810
1218 Palike,39138.000,0.790,-0.400,24.360
1218 Palike,39242.000,0.550,-0.620,38.100
1218 Palike,39280.000,0.530,-0.630,38.990
1218 Palike,39285.000,0.570,-0.590,36.480
1218 Palike,39315.000,0.620,-0.540,33.160
1218 Palike,39368.000,0.470,-0.680,41.980
1218 Palike,39425.000,0.420,-0.720,44.550
1218 Palike,39597.000,0.520,-0.600,36.860
1218 Palike,39659.000,0.520,-0.600,36.690
1218 Palike,39726.000,0.690,-0.430,26.150
1218 Palike,39782.000,0.390,-0.730,44.690
1218 Palike,39854.000,0.190,-0.930,57.300
1218 Palike,40279.000,0.180,-0.920,56.370
1218 Palike,40324.000,0.280,-0.810,49.970
1218 Palike,40366.000,0.040,-1.050,64.570
1218 Palike,40403.000,0.280,-0.810,49.630
1218 Palike,40432.000,0.120,-0.960,59.060
1218 Palike,40525.000,0.610,-0.440,27.130
1218 Palike,40589.000,0.710,-0.310,18.910
1218 Palike,40714.000,0.670,-0.260,16.190
1218 Palike,40718.000,0.670,-0.260,16.030
1218 Palike,40757.000,0.760,-0.150,8.930
1218 Palike,40792.000,0.680,-0.200,12.450
1218 Palike,40813.000,0.890,0.020,-1.100
1218 Palike,40813.000,0.790,-0.080,5.050
1218 Palike,40833.000,0.850,-0.010,0.900
1218 Palike,40854.000,0.660,-0.200,12.100
1218 Palike,40855.000,0.660,-0.200,12.080
1218 Palike,40886.000,0.260,-0.580,35.970
1218 Palike,40887.000,0.460,-0.380,23.640
1218 Palike,40912.000,0.450,-0.390,23.970
1218 Palike,40944.000,0.500,-0.340,20.930
1218 Palike,40993.000,0.430,-0.410,25.300
1218 Palike,41035.000,0.560,-0.290,17.900
1218 Palike,41065.000,0.590,-0.270,16.560
1218 Palike,41085.000,0.430,-0.430,26.740
1218 Palike,41106.000,0.530,-0.340,20.980
1218 Palike,41125.000,0.470,-0.410,25.110
1218 Palike,41146.000,0.650,-0.240,14.530
1218 Palike,41168.000,0.680,-0.210,13.190
1218 Palike,41187.000,0.360,-0.540,33.330
1218 Palike,41206.000,0.510,-0.400,24.550
1218 Palike,41207.000,0.500,-0.410,25.190
1218 Palike,41226.000,0.620,-0.300,18.270
1218 Palike,41262.000,0.310,-0.620,38.230
1218 Palike,41281.000,0.520,-0.420,25.770
1218 Palike,41283.000,0.730,-0.210,12.900
1218 Palike,41304.000,0.550,-0.400,24.470
1218 Palike,41322.000,0.450,-0.500,30.950
1218 Palike,41323.000,0.450,-0.500,30.960
1218 Palike,41341.000,0.570,-0.390,23.900
1218 Palike,41344.000,0.510,-0.450,27.650
1218 Palike,41363.000,0.400,-0.560,34.760
1218 Palike,41364.000,0.410,-0.560,34.170
1209 Dawbe,41410.750,0.700,-0.280,16.990
1209 Dawbe,41441.690,0.700,-0.290,17.630
1209 Dawbe,41472.640,0.520,-0.470,28.930
1209 Dawbe,41503.580,0.550,-0.440,27.240
1209 Dawbe,41534.530,0.480,-0.510,31.240
1209 Dawbe,41565.470,0.520,-0.460,28.500
1209 Dawbe,41596.420,0.480,-0.510,31.380
1209 Dawbe,41627.360,0.580,-0.400,24.480
1209 Dawbe,41658.310,0.470,-0.500,30.850
1209 Dawbe,41689.250,0.520,-0.450,27.620
1209 Dawbe,41720.200,0.310,-0.650,39.890
1209 Dawbe,41782.080,0.430,-0.500,30.590
1209 Dawbe,41813.030,0.380,-0.540,33.020
1209 Dawbe,41843.970,0.330,-0.580,35.450
1209 Dawbe,41874.920,0.370,-0.520,31.850
1209 Dawbe,41905.860,0.320,-0.560,34.170
1209 Dawbe,41936.810,0.250,-0.620,37.870
1209 Dawbe,41967.750,0.250,-0.610,37.500
1209 Dawbe,41998.700,0.290,-0.550,33.990
1209 Dawbe,42029.640,0.240,-0.600,36.940
1209 Dawbe,42060.590,0.510,-0.330,20.010
1209 Dawbe,42091.530,0.420,-0.420,25.760
1209 Dawbe,42122.480,0.250,-0.580,35.960
1209 Dawbe,42184.360,0.240,-0.610,37.660
1209 Dawbe,42215.310,0.280,-0.580,35.430
1209 Dawbe,42246.250,0.170,-0.700,43.210
1209 Dawbe,42277.200,0.200,-0.690,42.170
1209 Dawbe,42308.140,0.300,-0.590,36.610
1209 Dawbe,42431.920,0.450,-0.500,30.980
1209 Dawbe,42462.870,0.410,-0.550,33.620
1209 Dawbe,42493.810,0.250,-0.720,44.150
1209 Dawbe,42521.660,0.250,-0.730,44.630
1209 Dawbe,42548.740,0.270,-0.700,43.090
1209 Dawbe,42602.890,0.450,-0.530,32.650
1209 Dawbe,42604.200,0.210,-0.770,47.250
1209 Dawbe,42655.950,0.600,-0.370,22.690
1209 Dawbe,42657.040,0.180,-0.790,48.650
1209 Dawbe,42707.700,0.430,-0.530,32.660
1209 Dawbe,42781.590,0.510,-0.440,26.780
1209 Dawbe,42808.660,0.620,-0.320,19.940
1209 Dawbe,42835.740,0.650,-0.290,17.560
1209 Dawbe,42862.820,0.620,-0.320,19.460
1209 Dawbe,42889.890,0.620,-0.320,19.480
1209 Dawbe,42916.970,0.720,-0.210,12.990
1209 Dawbe,42938.630,0.450,-0.490,29.850
1209 Dawbe,42965.700,0.500,-0.440,27.210
1209 Dawbe,42992.780,0.340,-0.600,36.890
1209 Dawbe,43019.860,0.400,-0.550,33.550
1209 Dawbe,43046.930,0.410,-0.540,33.450
1209 Dawbe,43074.010,0.220,-0.730,45.000
1209 Dawbe,43101.080,0.480,-0.480,29.430
1209 Dawbe,43128.160,0.470,-0.490,29.980
1209 Dawbe,43155.230,0.490,-0.480,29.380
1209 Dawbe,43182.310,0.380,-0.590,36.150
1209 Dawbe,43209.390,0.470,-0.490,30.430
1209 Dawbe,43236.460,0.310,-0.650,39.960
1209 Dawbe,43263.540,0.380,-0.570,35.150
1209 Dawbe,43290.610,0.420,-0.530,32.410
1209 Dawbe,43317.690,0.510,-0.430,26.640
1209 Dawbe,43344.770,0.550,-0.380,23.510
1209 Dawbe,43371.840,0.540,-0.370,22.990
1209 Dawbe,43398.920,0.210,-0.700,42.780
1209 Dawbe,43425.990,0.340,-0.550,33.620
1209 Dawbe,43453.070,0.440,-0.430,26.670
1209 Dawbe,43480.140,0.280,-0.590,36.110
1209 Dawbe,43507.220,0.310,-0.540,33.350
1209 Dawbe,43534.300,0.650,-0.190,11.590
1209 Dawbe,43561.370,0.510,-0.310,19.220
1209 Dawbe,43588.450,0.320,-0.490,30.280
1209 Dawbe,43615.520,0.450,-0.340,21.210
1209 Dawbe,43642.600,0.240,-0.550,33.720
1209 Dawbe,43669.680,0.210,-0.560,34.680
1209 Dawbe,43696.750,0.240,-0.530,32.560
1209 Dawbe,43723.830,0.410,-0.350,21.560
1209 Dawbe,43750.900,0.220,-0.530,32.610
1209 Dawbe,43777.980,0.100,-0.640,39.370
1209 Dawbe,43805.050,0.300,-0.440,26.780
1209 Dawbe,43832.130,0.090,-0.640,39.250
1209 Dawbe,43859.210,0.210,-0.510,31.400
1209 Dawbe,43886.280,0.050,-0.670,41.030
1209 Dawbe,43913.360,0.230,-0.480,29.430
1209 Dawbe,43940.430,0.000,-0.710,43.590
1209 Dawbe,43967.510,0.130,-0.580,35.390
1209 Dawbe,43994.580,0.040,-0.660,40.660
1209 Dawbe,44008.980,0.100,-0.600,36.720
1209 Dawbe,44020.200,-0.010,-0.710,43.690
1209 Dawbe,44031.420,0.100,-0.590,36.560
1209 Dawbe,44042.640,0.180,-0.510,31.510
1209 Dawbe,44053.870,0.110,-0.580,35.810
1209 Dawbe,44065.090,-0.050,-0.750,46.070
1209 Dawbe,44087.530,0.290,-0.400,24.530
1209 Dawbe,44098.750,0.100,-0.600,36.690
1209 Dawbe,44109.980,0.140,-0.550,33.830
1209 Dawbe,44121.200,0.020,-0.680,41.580
1209 Dawbe,44132.420,0.200,-0.500,30.560
1209 Dawbe,44143.640,0.220,-0.480,29.340
1209 Dawbe,44154.860,0.230,-0.470,28.860
1209 Dawbe,44166.080,0.300,-0.390,24.190
1209 Dawbe,44177.310,0.220,-0.470,29.010
1209 Dawbe,44188.530,0.300,-0.400,24.450
1209 Dawbe,44199.750,0.180,-0.510,31.620
1209 Dawbe,44210.970,0.310,-0.390,23.920
1209 Dawbe,44222.190,0.130,-0.570,35.050
1209 Dawbe,44233.420,-0.110,-0.820,50.270
1209 Dawbe,44244.640,0.220,-0.490,29.860
1209 Dawbe,44255.860,0.200,-0.510,31.180
1209 Dawbe,44267.080,0.320,-0.390,24.050
1209 Dawbe,44289.530,0.170,-0.540,33.130
1209 Dawbe,44289.530,0.080,-0.640,39.190
1209 Dawbe,44300.750,0.310,-0.400,24.660
1209 Dawbe,44311.970,0.330,-0.380,23.650
1209 Dawbe,44323.190,0.280,-0.440,27.060
1209 Dawbe,44334.410,0.210,-0.510,31.630
1209 Dawbe,44345.640,0.340,-0.390,23.810
1209 Dawbe,44356.860,0.200,-0.530,32.660
1209 Dawbe,44368.080,0.500,-0.230,14.350
1209 Dawbe,44379.300,0.300,-0.440,26.910
1209 Dawbe,44390.520,0.230,-0.510,31.100
1209 Dawbe,44401.750,0.600,-0.140,8.610
1209 Dawbe,44412.970,0.210,-0.530,32.690
1209 Dawbe,44424.190,0.340,-0.400,24.710
1209 Dawbe,44446.630,-0.130,-0.880,54.030
1209 Dawbe,44457.860,0.430,-0.330,20.120
1209 Dawbe,44469.080,0.320,-0.430,26.730
1209 Dawbe,44469.080,0.190,-0.570,35.020
1209 Dawbe,44480.300,0.250,-0.510,31.210
1209 Dawbe,44491.520,0.000,-0.760,46.820
1209 Dawbe,44491.520,0.100,-0.670,40.950
1209 Dawbe,44502.740,0.170,-0.600,36.890
1209 Dawbe,44513.970,0.260,-0.510,31.550
1209 Dawbe,44525.190,0.240,-0.530,32.900
1209 Dawbe,44536.410,0.350,-0.430,26.170
1209 Dawbe,44547.630,0.200,-0.580,35.670
1209 Dawbe,44558.850,0.180,-0.610,37.420
1209 Dawbe,44570.070,0.080,-0.710,43.680
1209 Dawbe,44581.300,0.060,-0.730,44.970
1209 Dawbe,44592.520,0.140,-0.660,40.400
1209 Dawbe,44603.740,0.180,-0.620,38.350
1209 Dawbe,44614.960,0.270,-0.530,32.690
1209 Dawbe,44626.180,0.090,-0.710,43.980
1209 Dawbe,44637.410,0.260,-0.550,33.600
1209 Dawbe,44648.630,0.240,-0.580,35.430
1209 Dawbe,44671.070,0.190,-0.630,38.590
1209 Dawbe,44682.290,0.280,-0.550,33.550
1209 Dawbe,44693.520,0.330,-0.500,30.660
1209 Dawbe,44704.740,0.130,-0.700,42.950
1209 Dawbe,44715.960,0.150,-0.680,41.780
1209 Dawbe,44727.180,0.140,-0.690,42.460
1209 Dawbe,44738.400,0.340,-0.500,30.710
1209 Dawbe,44749.630,0.050,-0.790,48.740
1209 Dawbe,44760.850,0.330,-0.510,31.350
1209 Dawbe,44772.070,0.140,-0.700,43.000
1209 Dawbe,44772.070,0.480,-0.370,22.610
1209 Dawbe,44783.290,0.410,-0.440,27.060
1209 Dawbe,44794.510,0.290,-0.560,34.540
1209 Dawbe,44805.740,0.190,-0.660,40.600
1209 Dawbe,44829.690,0.310,-0.550,33.700
1209 Dawbe,44843.420,0.420,-0.440,26.790
1209 Dawbe,44857.160,0.320,-0.540,33.010
1209 Dawbe,44870.900,-0.020,-0.880,54.150
1209 Dawbe,44884.630,0.460,-0.400,24.920
1209 Dawbe,44898.370,0.300,-0.560,34.470
1209 Dawbe,44912.100,0.410,-0.450,27.840
1209 Dawbe,44925.840,0.340,-0.530,32.500
1209 Dawbe,44939.580,0.330,-0.540,33.160
1209 Dawbe,44953.310,0.290,-0.570,35.220
1209 Dawbe,44967.050,0.370,-0.500,30.460
1209 Dawbe,44980.790,0.080,-0.790,48.460
1209 Dawbe,44994.520,0.430,-0.440,27.160
1209 Dawbe,45008.260,0.070,-0.800,48.950
1209 Dawbe,45021.990,0.330,-0.540,33.080
1209 Dawbe,45049.470,0.490,-0.370,23.000
1209 Dawbe,45063.200,0.190,-0.680,41.750
1209 Dawbe,45063.200,0.320,-0.550,33.930
1209 Dawbe,45076.940,0.510,-0.360,22.160
1209 Dawbe,45090.670,0.220,-0.650,39.810
1209 Dawbe,45090.670,0.300,-0.570,34.840
1209 Dawbe,45104.410,0.280,-0.590,36.210
1209 Dawbe,45118.150,0.460,-0.420,25.820
1209 Dawbe,45118.150,0.170,-0.710,43.860
1209 Dawbe,45131.880,0.310,-0.570,35.360
1209 Dawbe,45131.880,0.100,-0.790,48.430
1209 Dawbe,45145.620,0.220,-0.680,41.640
1209 Dawbe,45145.620,0.290,-0.600,36.890
1209 Dawbe,45173.090,0.160,-0.740,45.760
1209 Dawbe,45173.090,0.120,-0.790,48.410
1209 Dawbe,45186.830,0.190,-0.720,44.380
1209 Dawbe,45186.830,0.190,-0.720,44.520
1209 Dawbe,45214.300,0.290,-0.640,39.140
1209 Dawbe,45214.300,0.080,-0.840,51.840
1209 Dawbe,45228.040,0.260,-0.680,41.720
1209 Dawbe,45241.770,0.380,-0.560,34.550
1209 Dawbe,45255.510,0.180,-0.770,47.330
1209 Dawbe,45269.240,0.330,-0.620,38.370
1209 Dawbe,45282.980,0.240,-0.720,44.330
1209 Dawbe,45296.720,0.450,-0.520,32.070
1209 Wester,45305.510,0.630,-0.350,21.350
1209 Wester,45349.920,0.570,-0.430,26.430
1209 Wester,45376.570,0.690,-0.320,19.550
1209 Wester,45394.340,0.660,-0.360,22.290
1209 Wester,45412.100,0.530,-0.500,30.930
1209 Wester,45420.980,0.730,-0.310,18.900
1209 Wester,45429.870,0.670,-0.360,22.450
1209 Wester,45438.750,0.660,-0.380,23.360
1209 Wester,45447.630,0.670,-0.380,23.510
1209 Wester,45456.510,0.650,-0.400,24.510
1209 Wester,45465.400,0.680,-0.380,23.280
1209 Wester,45474.280,0.600,-0.460,28.480
1209 Wester,45483.160,0.640,-0.420,25.920
1209 Wester,45492.040,0.600,-0.470,28.970
1209 Wester,45497.040,0.700,-0.380,23.130
1209 Wester,45502.040,0.630,-0.440,27.270
1209 Wester,45507.040,0.640,-0.440,26.960
1209 Wester,45512.030,0.510,-0.560,34.450
1209 Wester,45517.030,0.550,-0.520,32.300
1209 Wester,45522.030,0.600,-0.480,29.310
1209 Wester,45527.030,0.490,-0.590,36.140
1209 Wester,45532.020,0.580,-0.500,30.600
1209 Wester,45537.020,0.520,-0.560,34.280
1209 Wester,45542.020,0.550,-0.520,32.060
1209 Wester,45547.010,0.330,-0.740,45.820
1209 Wester,45552.010,0.520,-0.560,34.210
1209 Wester,45557.010,0.570,-0.510,31.410
1209 Wester,45562.010,0.650,-0.420,26.090
1209 Wester,45567.000,0.610,-0.460,28.480
1209 Wester,45572.000,0.560,-0.520,31.780
1209 Wester,45578.880,0.680,-0.390,24.080
1209 Wester,45585.760,0.560,-0.510,31.620
1209 Wester,45592.640,0.550,-0.530,32.540
1209 Wester,45599.520,0.630,-0.450,27.780
1209 Wester,45606.400,0.550,-0.520,32.210
1209 Wester,45613.280,0.540,-0.530,32.850
1209 Wester,45627.040,0.680,-0.390,24.000
1209 Wester,45633.920,0.520,-0.560,34.170
1209 Wester,45640.800,0.500,-0.580,35.460
1209 Wester,45647.680,0.560,-0.520,31.690
1209 Wester,45654.560,0.600,-0.470,29.050
1209 Wester,45661.440,0.510,-0.560,34.270
1209 Wester,45668.320,0.500,-0.560,34.740
1209 Wester,45675.200,0.540,-0.530,32.510
1209 Wester,45682.080,0.520,-0.550,33.580
1209 Wester,45688.960,0.630,-0.440,27.070
1209 Wester,45695.840,0.580,-0.490,29.990
1209 Wester,45702.720,0.400,-0.670,41.010
1209 Wester,45709.600,0.660,-0.410,25.120
1209 Wester,45716.480,0.530,-0.530,32.570
1209 Wester,45723.360,0.540,-0.520,32.250
1209 Wester,45730.240,0.480,-0.580,35.600
1209 Wester,45737.120,0.450,-0.610,37.280
1209 Wester,45744.000,0.530,-0.530,32.820
1209 Wester,45750.880,0.520,-0.540,33.300
1209 Wester,45757.760,0.550,-0.510,31.360
1209 Wester,45764.640,0.540,-0.520,31.720
1209 Wester,45771.520,0.380,-0.670,41.370
1209 Wester,45778.400,0.530,-0.530,32.580
1209 Wester,45785.280,0.550,-0.500,30.980
1209 Wester,45792.160,0.440,-0.610,37.440
1209 Wester,45799.040,0.550,-0.510,31.120
1209 Wester,45805.920,0.530,-0.520,32.220
1209 Wester,45812.800,0.440,-0.610,37.580
1209 Wester,45819.680,0.410,-0.630,38.860
1209 Wester,45826.560,0.440,-0.600,36.970
1209 Wester,45833.440,0.490,-0.550,33.960
1209 Wester,45840.320,0.560,-0.480,29.380
1209 Wester,45847.210,0.490,-0.550,33.790
1209 Wester,45854.090,0.270,-0.760,46.920
1209 Wester,45860.970,0.480,-0.550,33.790
1209 Wester,45867.850,0.030,-1.000,61.820
1209 Wester,45874.730,0.330,-0.700,43.030
1209 Wester,45881.610,0.410,-0.620,37.880
1209 Wester,45888.490,0.220,-0.800,49.390
1209 Wester,45902.250,0.490,-0.530,32.380
1209 Wester,45909.130,0.430,-0.580,35.900
1209 Wester,45922.890,0.440,-0.560,34.720
1209 Wester,45964.170,0.510,-0.470,28.810
1209 Wester,45971.050,0.330,-0.650,39.770
1209 Wester,45971.050,0.470,-0.500,30.990
1209 Wester,45977.930,0.130,-0.840,51.640
1209 Wester,45984.810,0.350,-0.610,37.710
1209 Wester,45991.690,0.340,-0.620,38.150
1209 Wester,45998.570,0.380,-0.580,35.700
1209 Wester,46005.450,0.370,-0.580,35.620
1209 Wester,46012.330,0.460,-0.490,30.020
1209 Wester,46019.210,0.250,-0.690,42.270
1209 Wester,46026.090,0.370,-0.560,34.610
1209 Wester,46032.970,0.270,-0.650,40.180
1209 Wester,46039.850,0.370,-0.550,33.910
1209 Wester,46046.730,0.410,-0.500,31.070
1209 Wester,46053.610,0.490,-0.420,25.710
1209 Wester,46060.490,0.510,-0.400,24.370
1209 Wester,46067.370,0.400,-0.500,30.610
1209 Wester,46074.250,0.450,-0.440,27.060
1209 Wester,46081.130,0.440,-0.450,27.730
1209 Wester,46088.010,0.490,-0.390,24.200
1209 Wester,46094.890,0.380,-0.490,30.300
1209 Wester,46101.770,0.450,-0.420,25.900
1209 Wester,46108.650,0.380,-0.480,29.760
1209 Wester,46115.530,0.360,-0.500,30.880
1209 Wester,46122.410,0.140,-0.710,43.830
1209 Wester,46136.170,0.310,-0.540,33.190
1209 Wester,46149.930,0.300,-0.530,32.810
1209 Wester,46156.810,0.340,-0.490,30.400
1209 Wester,46163.690,0.310,-0.520,31.730
1209 Wester,46170.570,0.360,-0.470,28.680
1209 Wester,46177.450,0.250,-0.560,34.660
1209 Wester,46184.330,0.390,-0.420,25.860
1209 Wester,46191.210,0.160,-0.650,40.140
1209 Wester,46198.090,0.240,-0.560,34.760
1209 Wester,46204.970,0.210,-0.590,36.190
1209 Wester,46211.850,0.380,-0.420,25.630
1209 Wester,46218.730,0.200,-0.590,36.300
1209 Wester,46225.610,0.240,-0.540,33.510
1209 Wester,46239.370,0.170,-0.610,37.390
1209 Wester,46246.250,0.180,-0.600,36.670
1209 Wester,46253.130,0.200,-0.580,35.620
1209 Wester,46260.010,0.160,-0.620,37.900
1209 Wester,46266.890,0.220,-0.550,33.550
1209 Wester,46273.770,0.200,-0.570,34.940
1209 Wester,46280.650,0.160,-0.600,37.230
1209 Wester,46287.530,0.050,-0.710,43.670
1209 Wester,46294.410,0.160,-0.600,36.630
1209 Wester,46301.290,0.140,-0.610,37.690
1209 Wester,46308.170,0.070,-0.680,41.920
1209 Wester,46315.050,0.170,-0.580,35.770
1209 Wester,46321.930,0.110,-0.640,39.480
1209 Wester,46328.810,0.070,-0.680,41.660
1209 Wester,46335.690,0.140,-0.600,37.000
1209 Wester,46342.570,0.090,-0.650,40.150
1209 Wester,46349.450,0.120,-0.620,38.030
1209 Wester,46356.330,0.180,-0.560,34.540
1209 Wester,46363.210,0.130,-0.610,37.630
1209 Wester,46370.090,0.360,-0.380,23.200
1209 Wester,46376.970,0.070,-0.670,41.140
1209 Wester,46383.850,0.080,-0.650,40.010
1209 Wester,46390.730,0.150,-0.590,36.100
1209 Wester,46397.740,0.120,-0.610,37.610
1209 Wester,46404.750,0.010,-0.720,44.300
1209 Wester,46411.760,0.220,-0.510,31.450
1209 Wester,46418.770,0.090,-0.640,39.100
1209 Wester,46425.780,0.120,-0.600,36.980
1209 Wester,46432.790,0.040,-0.680,41.790
1209 Wester,46439.800,0.190,-0.530,32.360
1209 Wester,46446.810,0.090,-0.620,38.350
1209 Wester,46460.830,-0.020,-0.730,44.730
1209 Wester,46467.840,-0.010,-0.720,44.110
1209 Wester,46474.850,0.000,-0.710,43.600
1209 Wester,46495.880,0.070,-0.630,38.990
1209 Wester,46509.900,0.050,-0.640,39.240
1209 Wester,46516.910,0.080,-0.610,37.350
1209 Wester,46523.920,0.070,-0.610,37.790
1209 Wester,46530.930,-0.090,-0.770,47.560
1209 Wester,46537.940,0.200,-0.470,29.210
1209 Wester,46544.950,0.250,-0.420,26.090
1209 Wester,46551.960,-0.040,-0.710,43.560
1209 Wester,46558.970,0.020,-0.640,39.360
1209 Wester,46565.980,-0.050,-0.710,43.460
1209 Wester,46572.990,-0.010,-0.660,40.610
1209 Wester,46580.000,0.090,-0.560,34.290
1209 Wester,46587.010,0.170,-0.480,29.370
1209 Wester,46594.020,0.010,-0.630,38.550
1209 Wester,46601.030,0.250,-0.390,23.900
1209 Wester,46608.040,0.050,-0.580,35.720
1209 Wester,46615.050,0.260,-0.370,22.700
1209 Wester,46622.060,-0.090,-0.710,43.690
1209 Wester,46629.070,-0.070,-0.680,42.140
1209 Wester,46636.080,-0.110,-0.720,44.210
1209 Wester,46643.090,-0.160,-0.760,47.030
1209 Wester,46650.100,-0.240,-0.840,51.830
1209 Wester,46657.110,0.100,-0.490,30.340
1209 Wester,46662.370,-0.310,-0.900,55.190
1209 Wester,46671.130,-0.030,-0.610,37.770
1209 Wester,46678.140,-0.170,-0.740,45.770
1209 Wester,46685.150,0.050,-0.520,32.110
1209 Wester,46692.160,-0.190,-0.760,46.700
1209 Wester,46699.170,0.140,-0.420,25.600
1209 Wester,46706.180,-0.040,-0.590,36.390
1209 Wester,46711.440,-0.060,-0.610,37.680
1209 Wester,46713.190,-0.110,-0.660,40.480
1209 Wester,46723.710,-0.320,-0.860,52.640
1209 Wester,46730.720,-0.510,-1.040,64.030
1209 Wester,46734.220,-0.170,-0.710,43.410
1209 Wester,46735.980,-0.300,-0.830,51.230
1209 Wester,46741.230,-0.740,-1.260,77.640
1209 Wester,46741.230,-0.540,-1.070,65.910
1209 Wester,46749.530,-0.570,-1.090,66.840
1209 Wester,46755.750,-0.810,-1.330,81.660
1209 Wester,46757.820,-0.040,-0.560,34.170
1209 Wester,46766.120,-0.140,-0.650,40.030
1209 Wester,46774.410,-0.220,-0.720,44.240
1209 Wester,46782.710,-0.150,-0.650,39.860
1209 Wester,46791.000,-0.270,-0.760,46.900
1209 Wester,46807.590,0.080,-0.400,24.770
1209 Wester,46815.880,-0.130,-0.610,37.390
1209 Wester,46832.470,0.000,-0.470,28.840
1209 Wester,46840.770,-0.070,-0.530,32.700
1209 Wester,46857.350,0.170,-0.290,17.550
1209 Wester,46873.940,0.000,-0.450,27.590
1209 Wester,46890.530,0.150,-0.290,17.940
1209 Wester,46923.710,0.080,-0.360,21.990
1209 Wester,46932.000,-0.040,-0.470,29.070
1209 Wester,46940.300,-0.120,-0.550,34.100
1209 Wester,46948.590,-0.450,-0.880,54.080
1209 Wester,46956.890,-0.280,-0.720,44.070
1209 Wester,46965.180,-0.330,-0.760,46.710
1209 Wester,46973.470,-0.110,-0.540,33.230
1209 Wester,46981.770,0.020,-0.410,25.460
1209 Wester,46990.060,-0.060,-0.490,30.190
1209 Wester,46998.360,0.090,-0.340,20.920
1209 Wester,47006.650,-0.190,-0.620,38.020
1209 Wester,47014.950,-0.160,-0.590,36.480
1209 Wester,47023.240,-0.160,-0.590,36.150
1209 Wester,47031.530,-0.080,-0.510,31.660
1209 Wester,47039.830,-0.340,-0.770,47.340
1209 Wester,47050.200,-0.340,-0.770,47.200
1209 Wester,47056.420,-0.150,-0.580,35.790
1209 Wester,47064.710,-0.270,-0.700,43.370
1209 Wester,47073.010,-0.110,-0.540,33.290
1209 Wester,47079.430,-0.210,-0.640,39.680
1209 Wester,47081.300,-0.290,-0.730,44.620
1209 Wester,47097.890,-0.190,-0.620,38.090
1209 Wester,47098.720,-0.340,-0.770,47.430
1209 Wester,47110.330,-0.300,-0.730,45.140
1209 Wester,47116.550,-0.480,-0.920,56.460
1209 Wester,47151.800,-0.200,-0.640,39.110
1209 Wester,47180.830,-0.580,-1.010,62.410
1209 Wester,47222.300,-0.440,-0.880,54.270
1209 Wester,47243.040,-0.390,-0.820,50.760
1209 Wester,47252.120,-0.290,-0.720,44.550
1209 Wester,47261.190,-0.480,-0.910,56.240
1209 Wester,47272.090,-0.180,-0.620,38.210
1209 Wester,47279.350,-0.380,-0.820,50.390
1209 Wester,47290.240,-0.150,-0.590,36.100
1209 Wester,47297.500,-0.290,-0.730,44.810
1209 Wester,47308.400,-0.310,-0.750,46.020
1209 Wester,47315.660,-0.390,-0.830,50.800
